text,true_label,predicted_label,predicted_score,github,protocol_id
No 57 angående reglering af utgifterna under riksstatens Sjunde hufvudtitel,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1883/prot-1883--ak--063.xml#L2296,prot-1883--ak--063
af statsutskottet,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--029.xml#L2512,prot-1893--ak--029
Vid slutet af den häröfyver anställda omröstning befunnos rösterna hafva utfallit sålunda,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2602,prot-1909--fk--047
I fortsättningen avverkar han därefter jämnt tillväxten som efter skogsminskningen tänkes uppgå till 290 kubikmeter Först under tolfte året verkställer han ånyo en större avverkning Han avverkar nu 1000 kubikmeter varav då årets tillväxt varit 290 kubikmeter 710 kubikmeter utgöra skogsminskning På grundval av gällande priser vid leveransplatserna beräknas rotvärdet vid årets skogsaccistaxering till för ved 2 kronor massaved 5 kronor och timmer 6 kronor allt i fast mått räknat På grund av särskilt gynnsamma leveranskontrakt har emellertid C erhållit priser som med 1 krona per kubikmeter överstiga i orten gällande vadan de för honom gällande rotvärdena utgöra respektive 3 6 och 7 kronor Då hans avverkning var sammansatt av 400 kubikmeter ved 300 kubikmeter massaved och 300 kubikmeter timmer utgjorde avverkningens sammanlagda rotvärde 5100 kronor Då av de 1000 kubikmeter som avverkats 710 kubikmeter utgöra skogsminskning äger OC åtnjuta avdrag med 7101000 av 5100 kronor eller således med 3621 kronor,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1928/prot-1928--ak--037.xml#L6083,prot-1928--ak--037
Utskottets hemställan förklarades vara besvaradt genom nämnda beslut,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--057.xml#L6124,prot-1910--ak--057
Om tillägg till 14 kap 3 giftermålsbalken ( Forts ),note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--009.xml#L2909,prot-1891--ak--009
av herr Ollas A Ericsson,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1921/prot-1921--ak--060.xml#L801,prot-1921--ak--060
44 Lördagen den 17 maj e m,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1919/prot-1919--fk--039.xml#L3771,prot-1919--fk--039
Nr 4,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--fk--004.xml#L1738,prot-1931--fk--004
Fredagen den 12 december 1980,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--048.xml#L5086,prot-198081--048
Tisdagen den 14 maj Kl 7 e m,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L41,prot-1901--ak--035
Anf 11 KRISTER HAMMARBERGH ( M ),note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4414,prot-201617--082
50 Lördagen den 3 juni f m,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1916/prot-1916--fk--082.xml#L4067,prot-1916--fk--082
14 Kammaren åtskildes kl 1743,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--031.xml#L10751,prot-201819--031
17 april 1978,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--121.xml#L537,prot-197778--121
Justerades protokollsutdrag hvarefter kammarens ledamöter åtskildes kl 926 e m,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1903/prot-1903--ak--067.xml#L2551,prot-1903--ak--067
Då emellertid herr Ewerlöf begärde rösträkning verkställdes nu votering medelst omröstningsapparat och befunnos vid omröstningens slut rösterna hava utfallit sålunda,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1527,prot-1959--fk--008
a ) på tilläggsstat för år 1921 ett förslagsanslag högst 50000 kronor samt,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1921/prot-1921--ak--060.xml#L793,prot-1921--ak--060
Avstod 40 SD,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9854,prot-201415--082
Tisdagen den 17 december e m 5,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1918/prot-1918-urtima-ak--018.xml#L334,prot-1918-urtima-ak--018
Dessa propositioner bordlades,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1937/prot-1937--ak--017.xml#L131,prot-1937--ak--017
r 9 i anledning av väckta motioner angående tidsbegränsning av anförandena i riksdagens kamrar samt,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1592,prot-1959--fk--008
lagen angå bordlagda utlåtande no 16 i anledning af väckt motion om ändring,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--fk--015.xml#L1662,prot-1900--fk--015
Hufvudmännen hvilka skola en gång hvarje år kallas till ordinarie sammanträde ega dervid att utse ej mindre ledamöter i styrelsen än äfven revisorer för granskning af sparbankens förvaltning att besluta om ansvarsfrihet för styrelsen eller om den åtgärd som derest ansvarsfrihet nekas skall vidtagas samt att afgöra fråga som kan väckas om användning af det i 15 8 omförmälda öfverskott å reservfond och hafva hufvudmännen i öfrigt att fatta beslut i ärenden hvilka enligt,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--042.xml#L502,prot-1892--ak--042
0 11,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1888/prot-1888--ak--011.xml#L4099,prot-1888--ak--011
Utskottet hemställde,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L169,prot-1902--ak--037
Ang understöd åt nykterhetsnämnderna m m,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1921/prot-1921--ak--060.xml#L780,prot-1921--ak--060
9 ) de likalydande motionerna I 605 av herr Högström m fl och II 720 av herr Svanberg m fl,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4723,prot-1969--fk--039
Nr 87,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1928/prot-1928--ak--037.xml#L6157,prot-1928--ak--037
Därjämte hade 2 ledamöter tillkännagivit att de avstode från att rösta,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1535,prot-1959--fk--008
Anf 29 TOMAS TOBÉ ( M ),note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4513,prot-201617--082
Om indragning af inspektorsbefattningen vid des k Visingsö skolegods,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2808,prot-1880--ak--047
Anf 76 LEIF PETTERSSON ( S ),note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--027.xml#L6823,prot-201415--027
44 Nr 2,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1956/prot-1956--fk--002.xml#L4000,prot-1956--fk--002
Dessa kongl propositioner blefvo härefter föredragna och hänvisade till statsutskottet,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1895/prot-1895--fk--020.xml#L3076,prot-1895--fk--020
r 7 i anledning av väckt motion om sådan ändring i riksdagsordningen att lottning undvikes,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1584,prot-1959--fk--008
Onsdagen den 21 januari 3 Nr d,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L221,prot-1914-a-fk--005
15 mars 1950 Nr 10 59,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1950/prot-1950--fk--010.xml#L5904,prot-1950--fk--010
Herr statsrådet ASPLING,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1964/prot-1964--fk--005.xml#L3095,prot-1964--fk--005
Herr Peter Olsson,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1873/prot-1873--ak--0426.xml#L3423,prot-1873--ak--0426
RIKSDAGENS PROTOKOLL,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L35,prot-1901--ak--035
Överläggningen ansågs härmed slutad varefter enligt de yrkanden som därunder framkommit gjordes propositioner först på bifall till vad utskottet,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2617,prot-1933--fk--033
statsutskottets utlåtanden,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1612,prot-1959--fk--008
Ja,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1899/prot-1899--ak--028.xml#L254,prot-1899--ak--028
Anf 16 SAILA QUICKLUND ( M ),note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4432,prot-201617--082
Anf 49 ANNIKA HIRVONEN FALK ( MP ),note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4543,prot-201617--082
Föredrogs ånyo första lagutskottets utlåtande nr 44 i anledning av väckta motioner om uppställande av legala kompetensvillkor för rätten att idka hantverk m m,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1934/prot-1934--fk--024.xml#L2636,prot-1934--fk--024
Herr Lindblom,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940-urtima-fk--018.xml#L577,prot-1940-urtima-fk--018
Hufvudmännen skola till ett antal af minst tjugu och högst femtio utses genom val på sätt reglementet föreskrifver dock att stiftare af sparbank må kunna i reglementet förklaras för hufvudmän,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--042.xml#L486,prot-1892--ak--042
r 8 i anledning av en av justitieombudsmannen till riksdagen gjord framställning om ändring av bestämmelsen i 24 8 andra stycket instruktionen för riksdagens ombudsmän och,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1542,prot-1959--fk--008
m m ( Forts ),note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L97,prot-1901--ak--035
Herr SVANSTRÖM ( cp ),note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3238,prot-1962--fk--014
den 11 december,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3157,prot-201920--048
Föredrogs och godkändes statsutskottets utlåtande no 42 i anledning af Kungl Majts proposition angående försäljning af Gottlands artillerikårs inom Visby stad belägna kaserntomt med därå befintliga byggnader,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1905/prot-1905--ak--034.xml#L47,prot-1905--ak--034
44 för res 1,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9910,prot-201415--082
20 för res 2,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9913,prot-201415--082
Häri instämde herr Friggeråker,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1943/prot-1943--fk--019.xml#L1434,prot-1943--fk--019
utgående tryck och beslöt kammaren att hänvisa ifrågavarande ärende till sitt tillfälliga utskott no 1,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L141,prot-1902--ak--037
dels två likalydande motioner väckta den ena inom första kammaren av herr Wikner m fl ( 1 756 ) och den andra inom andra kammaren av herr Lassinantti m fl ( II 915 ),note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10392,prot-1963--fk--027
Föredrogs Andra Kammarens Andra Tillfälliga Utskotts utlåtande No 7 ( i samlingen No 27 ) angående väckt fråga om förändradt expeditionssätt vid domkapitlen,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--ak--028.xml#L4442,prot-1876--ak--028
Ja 63 Nej 40,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1532,prot-1959--fk--008
Reservationer hade avgivits,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1952/prot-1952--ak--005.xml#L3733,prot-1952--ak--005
I motionen I 197 hade hemställts att riksdagen hos Kungl Majt måtte begära en översyn och omprövning av den nu förda trafikpolitiken i första hand i vad avsåge järnvägsdriften,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4760,prot-1969--fk--039
80,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L253,prot-198788--068
r 132 med förslag till bestämmelser angående arvode och ersättning åt viss kontrollpersonal m m,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L102,prot-1923--fk--019
herr P O Lundells motion no 136 till bankoutskottet herr A Hedins m fl motion no 137 till statsutskottet,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1896/prot-1896--ak--004.xml#L1113,prot-1896--ak--004
